EprimeScript,List,Weight,Nested,Procedure,prime,target,primecond,answer,isi,lexicality
ListSession1,B1,1,,TrialProc1,MEND,unplear,2,a,50,2
ListSession1,B1,1,,TrialProc1,YES,vigion,2,a,50,2
ListSession1,B1,1,,TrialProc1,TOW,yot,2,a,50,2
ListSession1,B1,1,,TrialProc1,DIFFERENCE,warl,2,a,50,2
ListSession1,B1,1,,TrialProc1,CAVITY,lill,2,a,50,2
ListSession1,B1,1,,TrialProc1,TRAIN,ohe,2,a,50,2
ListSession1,B1,1,,TrialProc1,FURRY,aldition,2,a,50,2
ListSession1,B1,1,,TrialProc1,CEREMONY,reptaurant,2,a,50,2
ListSession1,B1,1,,TrialProc1,PICKLE,ebaphamt,2,a,50,2
ListSession1,B1,1,,TrialProc1,SENTENCE,borad,2,a,50,2
ListSession1,B1,1,,TrialProc1,WAGON,reace,2,a,50,2
ListSession1,B1,1,,TrialProc1,PRIDE,kafe,2,a,50,2
ListSession1,B1,1,,TrialProc1,BONE,prebudice,2,a,50,2
ListSession1,B1,1,,TrialProc1,GOOD,saln,2,a,50,2
ListSession1,B1,1,,TrialProc1,CLOSE,fighmer,2,a,50,2
ListSession1,B1,1,,TrialProc1,CAMEL,zarry,2,a,50,2
ListSession1,B1,1,,TrialProc1,CREATURE,guilpy,2,a,50,2
ListSession1,B1,1,,TrialProc1,WEEK,sinp,2,a,50,2
ListSession1,B1,1,,TrialProc1,ICE,hib,2,a,50,2
ListSession1,B1,1,,TrialProc1,STILL,spoob,2,a,50,2
ListSession1,B1,1,,TrialProc1,BRANCH,wige,2,a,50,2
ListSession1,B1,1,,TrialProc1,SWORD,tave,2,a,50,2
ListSession1,B1,1,,TrialProc1,WIFE,gute,2,a,50,2
ListSession1,B1,1,,TrialProc1,HOUND,liom,2,a,50,2
ListSession1,B1,1,,TrialProc1,ENRAGE,bemieve,2,a,50,2
ListSession1,B1,1,,TrialProc1,VICTOR,attib,2,a,50,2
ListSession1,B1,1,,TrialProc1,PIN,bard,2,a,50,2
ListSession1,B1,1,,TrialProc1,NETWORK,agology,2,a,50,2
ListSession1,B1,1,,TrialProc1,SOUP,cleb,2,a,50,2
ListSession1,B1,1,,TrialProc1,ENGINE,nass,2,a,50,2
ListSession1,B1,1,,TrialProc1,BATH,lantasy,2,a,50,2
ListSession1,B1,1,,TrialProc1,TAXI,shoes,3,l,50,1
ListSession1,B1,1,,TrialProc1,REPAIR,move,3,l,50,1
ListSession1,B1,1,,TrialProc1,CHAIN,china,3,l,50,1
ListSession1,B1,1,,TrialProc1,HUGE,no,3,l,50,1
ListSession1,B1,1,,TrialProc1,TRUSTWORTHY,stare,3,l,50,1
ListSession1,B1,1,,TrialProc1,SOCKS,sad,3,l,50,1
ListSession1,B1,1,,TrialProc1,CHOCOLATE,leather,3,l,50,1
ListSession1,B1,1,,TrialProc1,EXCISE,pan,3,l,50,1
ListSession1,B1,1,,TrialProc1,PRECISE,leader,3,l,50,1
ListSession1,B1,1,,TrialProc1,VAST,easy,3,l,50,1
ListSession1,B1,1,,TrialProc1,LIZARD,perfume,3,l,50,1
ListSession1,B1,1,,TrialProc1,INDIRECT,doctor,3,l,50,1
ListSession1,B1,1,,TrialProc1,SONNET,candle,3,l,50,1
ListSession1,B1,1,,TrialProc1,FEMALE,perfect,3,l,50,1
ListSession1,B1,1,,TrialProc1,CLOWN,unknown,3,l,50,1
ListSession1,B1,1,,TrialProc1,MAD,thing,3,l,50,1
ListSession1,B1,1,,TrialProc1,STUB,same,3,l,50,1
ListSession1,B1,1,,TrialProc1,RIGID,belief,3,l,50,1
ListSession1,B1,1,,TrialProc1,TECHNIQUE,touch,3,l,50,1
ListSession1,B1,1,,TrialProc1,TREBLE,oil,3,l,50,1
ListSession1,B1,1,,TrialProc1,TOPIC,dream,3,l,50,1
ListSession1,B1,1,,TrialProc1,HOMEWORK,father,3,l,50,1
ListSession1,B1,1,,TrialProc1,SERVER,continent,3,l,50,1
ListSession1,B1,1,,TrialProc1,ITEM,turtle,3,l,50,1
ListSession1,B1,1,,TrialProc1,REFUSE,evil,3,l,50,1
ListSession1,B1,1,,TrialProc1,EXHALE,leg,3,l,50,1
ListSession1,B1,1,,TrialProc1,STAIRS,wind,3,l,50,1
ListSession1,B1,1,,TrialProc1,FLAG,honor,3,l,50,1
ListSession1,B1,1,,TrialProc1,PEANUT,bravery,3,l,50,1
ListSession1,B1,1,,TrialProc1,PANCAKES,tree,3,l,50,1
ListSession1,B1,1,,TrialProc1,CONTROL,enter,3,l,50,1
ListSession1,B1,1,,TrialProc1,WHISKEY,study,3,l,50,1
ListSession1,B1,1,,TrialProc1,PLENTY,thousand,3,l,50,1
ListSession1,B1,1,,TrialProc1,BEG,low,3,l,50,1
ListSession1,B1,1,,TrialProc1,MAYBE,ignore,3,l,50,1
ListSession1,B1,1,,TrialProc1,DANGER,vein,3,l,50,1
ListSession1,B1,1,,TrialProc1,THANKS,succeed,3,l,50,1
ListSession1,B1,1,,TrialProc1,LEND,date,3,l,50,1
ListSession1,B1,1,,TrialProc1,EGGS,descend,3,l,50,1
ListSession1,B1,1,,TrialProc1,HULA,hostess,3,l,50,1
ListSession1,B1,1,,TrialProc1,SALIVA,hoop,3,l,50,1
ListSession1,B1,1,,TrialProc1,PERFORM,lost,3,l,50,1
ListSession1,B1,1,,TrialProc1,HARMFUL,desert,3,l,50,1
ListSession1,B1,1,,TrialProc1,FREEWAY,am,3,l,50,1
ListSession1,B1,1,,TrialProc1,TYPIST,france,3,l,50,1
ListSession1,B1,1,,TrialProc1,DEAL,bother,3,l,50,1
ListSession1,B1,1,,TrialProc1,RIDICULOUS,more,3,l,50,1
ListSession1,B1,1,,TrialProc1,MURDERER,irregular,3,l,50,1
ListSession1,B1,1,,TrialProc1,SENTRY,higher,3,l,50,1
ListSession1,B1,1,,TrialProc1,FRISK,act,3,l,50,1
ListSession1,B1,1,,TrialProc1,OVERCOME,nothing,3,l,50,1
ListSession1,B1,1,,TrialProc1,EXACT,east,3,l,50,1
ListSession1,B1,1,,TrialProc1,ORIGINAL,pra,3,a,50,2
ListSession1,B1,1,,TrialProc1,DISHES,tortado,3,a,50,2
ListSession1,B1,1,,TrialProc1,STEEP,gans,3,a,50,2
ListSession1,B1,1,,TrialProc1,HESITATE,pemperanure,3,a,50,2
ListSession1,B1,1,,TrialProc1,LABYRINTH,nall,3,a,50,2
ListSession1,B1,1,,TrialProc1,WEIRD,solite,3,a,50,2
ListSession1,B1,1,,TrialProc1,CONTAINER,pogato,3,a,50,2
ListSession1,B1,1,,TrialProc1,HUNDRED,vemetables,3,a,50,2
ListSession1,B1,1,,TrialProc1,CARDS,bloof,3,a,50,2
ListSession1,B1,1,,TrialProc1,CHEMICAL,rotion,3,a,50,2
ListSession1,B1,1,,TrialProc1,CLOTH,tinse,3,a,50,2
ListSession1,B1,1,,TrialProc1,SMART,geutron,3,a,50,2
ListSession1,B1,1,,TrialProc1,HATCHET,kitchem,3,a,50,2
ListSession1,B1,1,,TrialProc1,RAYS,pash,3,a,50,2
ListSession1,B1,1,,TrialProc1,DEVIL,thoelace,3,a,50,2
ListSession1,B1,1,,TrialProc1,MYTH,poter,3,a,50,2
ListSession1,B1,1,,TrialProc1,CRISP,duperban,3,a,50,2
ListSession1,B1,1,,TrialProc1,TOOTHPASTE,paily,3,a,50,2
ListSession1,B1,1,,TrialProc1,REPEAT,baspet,3,a,50,2
ListSession1,B1,1,,TrialProc1,PASTE,gair,3,a,50,2
ListSession1,B1,1,,TrialProc1,PARK,tay,3,a,50,2
ListSession1,B1,1,,TrialProc1,WRITE,mepicine,3,a,50,2
ListSession1,B1,1,,TrialProc1,SCARED,clipate,3,a,50,2
ListSession1,B1,1,,TrialProc1,MONKEY,nough,3,a,50,2
ListSession1,B1,1,,TrialProc1,DEER,nong,3,a,50,2
ListSession1,B1,1,,TrialProc1,MEMBER,oflen,3,a,50,2
ListSession1,B1,1,,TrialProc1,CARING,pidection,3,a,50,2
ListSession1,B1,1,,TrialProc1,TONIC,yarp,3,a,50,2
ListSession1,B1,1,,TrialProc1,CIRCUS,sememper,3,a,50,2
ListSession1,B1,1,,TrialProc1,IDOL,heamy,3,a,50,2
ListSession1,B1,1,,TrialProc1,SLANDER,dast,3,a,50,2
ListSession1,B1,1,,TrialProc1,MOTHER,buzzle,3,a,50,2
ListSession1,B1,1,,TrialProc1,NIGHT,shafe,3,a,50,2
ListSession1,B1,1,,TrialProc1,HIGH,lepson,3,a,50,2
ListSession1,B1,1,,TrialProc1,EMBARRASS,recision,3,a,50,2
ListSession1,B1,1,,TrialProc1,SECRETARY,chilken,3,a,50,2
ListSession1,B1,1,,TrialProc1,OWN,teght,3,a,50,2
ListSession1,B1,1,,TrialProc1,FRIES,longth,3,a,50,2
ListSession1,B1,1,,TrialProc1,WAR,walt,3,a,50,2
ListSession1,B1,1,,TrialProc1,STEP,alard,3,a,50,2
ListSession1,B1,1,,TrialProc1,PARIS,yire,3,a,50,2
ListSession1,B1,1,,TrialProc1,EXTRA,dinopaur,3,a,50,2
ListSession1,B1,1,,TrialProc1,COD,yose,3,a,50,2
ListSession1,B1,1,,TrialProc1,BROIL,danper,3,a,50,2
ListSession1,B1,1,,TrialProc1,NAVIGATOR,aumo,3,a,50,2
ListSession1,B1,1,,TrialProc1,MIRAGE,kose,3,a,50,2
ListSession1,B1,1,,TrialProc1,DESIRE,monservative,3,a,50,2
ListSession1,B1,1,,TrialProc1,INSTRUCTIONS,blick,3,a,50,2
ListSession1,B1,1,,TrialProc1,RUM,miptane,3,a,50,2
ListSession1,B1,1,,TrialProc1,GLANCE,nuscle,3,a,50,2
ListSession1,B1,1,,TrialProc1,PROVERB,melly,3,a,50,2
ListSession1,B1,1,,TrialProc1,BAND,argument,4,l,50,1
ListSession1,B1,1,,TrialProc1,RACK,tart,4,l,50,1
ListSession1,B1,1,,TrialProc1,HARLEY,town,4,l,50,1
ListSession1,B1,1,,TrialProc1,RUDE,key,4,l,50,1
ListSession1,B1,1,,TrialProc1,BREATH,job,4,l,50,1
ListSession1,B1,1,,TrialProc1,SHADE,orange,4,l,50,1
ListSession1,B1,1,,TrialProc1,VIRGIN,live,4,l,50,1
ListSession1,B1,1,,TrialProc1,BARTENDER,tongue,4,l,50,1
ListSession1,B1,1,,TrialProc1,QUOTIENT,ant,4,l,50,1
ListSession1,B1,1,,TrialProc1,WAGE,stain,4,l,50,1
ListSession1,B1,1,,TrialProc1,POLITICIAN,encourage,4,l,50,1
ListSession1,B1,1,,TrialProc1,PAYMENT,mustache,4,l,50,1
ListSession1,B1,1,,TrialProc1,CONDITION,drunk,4,l,50,1
ListSession1,B1,1,,TrialProc1,CRUNCH,ball,4,l,50,1
ListSession1,B1,1,,TrialProc1,BROTHER,appear,4,l,50,1
ListSession1,B1,1,,TrialProc1,DISEASE,amuse,4,l,50,1
ListSession1,B1,1,,TrialProc1,COMPLEX,mouth,4,l,50,1
ListSession1,B1,1,,TrialProc1,FREEZE,joke,4,l,50,1
ListSession1,B1,1,,TrialProc1,SNEAKERS,tire,4,l,50,1
ListSession1,B1,1,,TrialProc1,MEDIA,hose,4,l,50,1
ListSession1,B1,1,,TrialProc1,WASTED,actor,4,l,50,1
ListSession1,B1,1,,TrialProc1,OWE,many,4,l,50,1
ListSession1,B1,1,,TrialProc1,STATISTICS,days,4,l,50,1
ListSession1,B1,1,,TrialProc1,HAZE,wheat,4,l,50,1
ListSession1,B1,1,,TrialProc1,TIGER,beach,4,l,50,1
ListSession1,B1,1,,TrialProc1,POUND,left,4,l,50,1
ListSession1,B1,1,,TrialProc1,HOURS,dam,4,l,50,1
ListSession1,B1,1,,TrialProc1,COMPETENCE,down,4,l,50,1
ListSession1,B1,1,,TrialProc1,WASP,watch,4,l,50,1
ListSession1,B1,1,,TrialProc1,WORSHIP,mean,4,l,50,1
ListSession1,B1,1,,TrialProc1,CHAPTER,trash,4,l,50,1
ListSession1,B1,1,,TrialProc1,FIND,hungry,4,l,50,1
ListSession1,B1,1,,TrialProc1,FOOTBALL,mud,4,l,50,1
ListSession1,B1,1,,TrialProc1,COMFORTABLE,wrong,4,l,50,1
ListSession1,B1,1,,TrialProc1,MARRIAGE,summary,4,l,50,1
ListSession1,B1,1,,TrialProc1,STOPPER,hate,4,l,50,1
ListSession1,B1,1,,TrialProc1,RACE,failure,4,l,50,1
ListSession1,B1,1,,TrialProc1,EXAM,tennis,4,l,50,1
ListSession1,B1,1,,TrialProc1,SANDWICH,wedding,4,l,50,1
ListSession1,B1,1,,TrialProc1,HER,computer,4,l,50,1
ListSession1,B1,1,,TrialProc1,DIRECTIONS,bee,4,l,50,1
ListSession1,B1,1,,TrialProc1,DOLLARS,old,4,l,50,1
ListSession1,B1,1,,TrialProc1,FAULT,breakfast,4,l,50,1
ListSession1,B1,1,,TrialProc1,REFLECT,opening,4,l,50,1
ListSession1,B1,1,,TrialProc1,ASHAMED,fragile,4,l,50,1
ListSession1,B1,1,,TrialProc1,EXPERT,come,4,l,50,1
ListSession1,B1,1,,TrialProc1,ICEBERG,game,4,l,50,1
ListSession1,B1,1,,TrialProc1,ARRIVE,mail,4,l,50,1
ListSession1,B1,1,,TrialProc1,SWEAR,pencil,4,l,50,1
ListSession1,B1,1,,TrialProc1,NEPHEW,broken,4,l,50,1
ListSession1,B1,1,,TrialProc1,LIFT,one,4,l,50,1
ListSession1,B1,1,,TrialProc1,TASTE,achieve,4,l,50,1
ListSession1,B1,1,,TrialProc1,COMET,vib,4,a,50,2
ListSession1,B1,1,,TrialProc1,PALM,helter,4,a,50,2
ListSession1,B1,1,,TrialProc1,RELEASE,fath,4,a,50,2
ListSession1,B1,1,,TrialProc1,COMPLETE,mirry,4,a,50,2
ListSession1,B1,1,,TrialProc1,GATHER,gake,4,a,50,2
ListSession1,B1,1,,TrialProc1,BRACELET,slead,4,a,50,2
ListSession1,B1,1,,TrialProc1,AX,slame,4,a,50,2
ListSession1,B1,1,,TrialProc1,MOOSE,sharm,4,a,50,2
ListSession1,B1,1,,TrialProc1,BUCKLE,neelde,4,a,50,2
ListSession1,B1,1,,TrialProc1,SWAMP,reat,4,a,50,2
ListSession1,B1,1,,TrialProc1,FRECKLE,calb,4,a,50,2
ListSession1,B1,1,,TrialProc1,APRON,towem,4,a,50,2
ListSession1,B1,1,,TrialProc1,THUMB,chrint,4,a,50,2
ListSession1,B1,1,,TrialProc1,OVAL,gen,4,a,50,2
ListSession1,B1,1,,TrialProc1,STITCH,rubject,4,a,50,2
ListSession1,B1,1,,TrialProc1,ORDERLY,manute,4,a,50,2
ListSession1,B1,1,,TrialProc1,BLUEBERRY,pon,4,a,50,2
ListSession1,B1,1,,TrialProc1,PACK,lale,4,a,50,2
ListSession1,B1,1,,TrialProc1,MOTEL,kly,4,a,50,2
ListSession1,B1,1,,TrialProc1,DECENCY,rur,4,a,50,2
ListSession1,B1,1,,TrialProc1,COWBOY,mapic,4,a,50,2
